"タスク名","開始時刻","終了時刻","左クリック","右クリック","打鍵回数"
"登録外","2013年02月08日10時38分39秒","2013年02月08日10時38分42秒","0","0","0"
"ファイル操作","2013年02月08日10時38分42秒","2013年02月08日10時38分45秒","0","0","0"
"ファイル操作","2013年02月08日10時38分45秒","2013年02月08日10時39分07秒","0","0","0"
"ファイル操作","2013年02月08日10時39分07秒","2013年02月08日10時39分10秒","0","0","0"
"ファイル操作","2013年02月08日10時39分10秒","2013年02月08日10時39分15秒","0","0","0"
"ファイル操作","2013年02月08日10時39分15秒","2013年02月08日10時39分16秒","0","0","0"
"ファイル操作","2013年02月08日10時39分16秒","2013年02月08日10時39分18秒","0","0","0"
"ファイル操作","2013年02月08日10時39分18秒","2013年02月08日10時39分21秒","0","0","0"
"ファイル操作","2013年02月08日10時39分21秒","2013年02月08日10時39分25秒","0","0","0"
"エクセル","2013年02月08日10時39分25秒","2013年02月08日10時39分26秒","0","0","0"
"エクセル","2013年02月08日10時39分26秒","2013年02月08日10時39分48秒","0","0","2"
"ファイル操作","2013年02月08日10時39分48秒","2013年02月08日10時40分00秒","0","0","0"
"ファイル操作","2013年02月08日10時40分00秒","2013年02月08日10時40分22秒","0","0","0"
"テスト　","2013年02月08日10時40分22秒","2013年02月08日10時40分27秒","0","0","0"
"テスト　","2013年02月08日10時40分27秒","2013年02月08日10時40分49秒","0","0","15"
"テスト　","2013年02月08日10時40分49秒","2013年02月08日10時40分51秒","0","0","3"
"テスト　","2013年02月08日10時40分51秒","2013年02月08日10時41分51秒","0","0","1"
"テスト　","2013年02月08日10時41分51秒","2013年02月08日10時41分52秒","0","0","1"
"テスト　","2013年02月08日10時41分52秒","2013年02月08日10時41分53秒","0","0","0"
"エクセル","2013年02月08日10時41分53秒","2013年02月08日10時42分46秒","0","0","0"
"ブラウザ","2013年02月08日10時42分49秒","2013年02月08日10時43分06秒","0","0","0"
"エクセル","2013年02月08日10時43分06秒","2013年02月08日10時43分13秒","0","0","1"
"テスト　","2013年02月08日10時43分13秒","2013年02月08日10時43分19秒","0","0","0"
"エクセル","2013年02月08日10時43分19秒","2013年02月08日10時43分21秒","0","0","0"
"登録外","2013年02月08日10時43分21秒","2013年02月08日10時43分24秒","0","0","0"
"登録外","2013年02月08日10時43分24秒","2013年02月08日10時43分28秒","0","0","0"
"登録外","2013年02月08日10時43分28秒","2013年02月08日10時43分30秒","0","0","3"
"登録外","2013年02月08日10時43分30秒","2013年02月08日10時43分36秒","0","0","0"
"登録外","2013年02月08日10時43分36秒","2013年02月08日10時43分38秒","0","0","0"
"登録外","2013年02月08日10時43分38秒","2013年02月08日10時44分13秒","0","0","5"
"エクセル","2013年02月08日10時44分13秒","2013年02月08日10時44分18秒","0","0","4"
"登録外","2013年02月08日10時44分18秒","2013年02月08日10時44分34秒","0","0","1"
"エクセル","2013年02月08日10時44分34秒","2013年02月08日10時44分37秒","0","0","2"
"ブラウザ","2013年02月08日10時44分37秒","2013年02月08日10時44分39秒","0","0","0"
"エクセル","2013年02月08日10時44分39秒","2013年02月08日10時45分00秒","0","0","0"
"エクセル","2013年02月08日10時45分00秒","2013年02月08日10時45分12秒","0","0","0"
"登録外","2013年02月08日10時45分12秒","2013年02月08日10時45分26秒","0","0","3"
"エクセル","2013年02月08日10時45分26秒","2013年02月08日10時45分58秒","0","0","2"
"登録外","2013年02月08日10時45分58秒","2013年02月08日10時46分09秒","0","0","3"
"エクセル","2013年02月08日10時46分09秒","2013年02月08日10時46分11秒","0","0","2"
"登録外","2013年02月08日10時46分11秒","2013年02月08日10時46分27秒","0","0","3"
"エクセル","2013年02月08日10時46分27秒","2013年02月08日10時47分09秒","0","0","14"
"登録外","2013年02月08日10時47分09秒","2013年02月08日10時47分12秒","0","0","0"
"エクセル","2013年02月08日10時47分12秒","2013年02月08日10時48分07秒","0","0","5"
"登録外","2013年02月08日10時48分07秒","2013年02月08日10時48分15秒","0","0","1"
"テスト　","2013年02月08日10時48分15秒","2013年02月08日10時48分18秒","0","0","4"
"ファイル操作","2013年02月08日10時48分18秒","2013年02月08日10時48分19秒","0","0","2"
"テスト　","2013年02月08日10時48分19秒","2013年02月08日10時50分00秒","0","0","4"
"テスト　","2013年02月08日10時50分00秒","2013年02月08日10時54分32秒","0","0","30"
"ブラウザ","2013年02月08日10時54分33秒","2013年02月08日10時54分41秒","0","0","0"
"メール","2013年02月08日10時54分43秒","2013年02月08日10時54分46秒","0","0","0"
